id,sentiment
4848,0
23981,0
24207,0
12006,0
46134,0
27443,0
2594,0
33179,0
7423,0
47579,0
28609,0
12511,0
7364,0
10980,0
17052,0
38942,0
35399,0
32298,0
2178,0
17279,0
34460,0
38978,0
6504,0
12291,0
31959,0
5534,0
41202,0
10758,0
34385,0
22401,0
1938,0
12721,0
45674,0
43541,0
34692,0
35627,0
4805,0
33605,0
37864,0
26545,0
3976,0
8361,0
30866,0
31111,0
44400,0
31441,0
1825,0
19449,0
28388,0
46877,0
28872,0
23948,0
23326,0
33491,0
43179,0
2586,0
25855,0
46501,0
135,0
41913,0
1738,0
15616,0
14993,0
48730,0
14888,0
27083,0
14335,0
43445,0
43507,0
40000,0
5932,0
2785,0
35366,0
24294,0
18164,0
41612,0
4741,0
25881,0
48293,0
13605,0
8853,0
10037,0
40332,0
3505,0
19727,0
36180,0
37663,0
21012,0
39374,0
43578,0
47514,0
46656,0
9170,0
34149,0
28774,0
46031,0
38219,0
11096,0
27719,0
11259,0
37615,0
20136,0
9930,0
45147,0
10456,0
3823,0
15815,0
27442,0
35531,0
49239,0
27140,0
6514,0
39414,0
22527,0
37919,0
12584,0
35740,0
45970,0
24227,0
25977,0
23334,0
35843,0
43191,0
20032,0
19801,0
1875,0
48654,0
37319,0
31739,0
27502,0
6625,0
28845,0
41666,0
30225,0
38883,0
34915,0
44716,0
474,0
33273,0
6508,0
37076,0
35676,0
16453,0
35785,0
45931,0
886,0
14417,0
4498,0
40134,0
1712,0
19894,0
676,0
15146,0
42244,0
28001,0
3998,0
47921,0
24535,0
3704,0
1635,0
12162,0
18886,0
1560,0
10681,0
37123,0
23461,0
16596,0
33568,0
20397,0
21269,0
15848,0
41830,0
34700,0
48684,0
21054,0
30586,0
24868,0
31664,0
46320,0
27386,0
46951,0
44129,0
28117,0
16111,0
14576,0
39732,0
29745,0
5348,0
30600,0
46957,0
44356,0
37040,0
40747,0
36793,0
29712,0
48536,0
48173,0
14963,0
20514,0
8150,0
43844,0
10151,0
22977,0
42599,0
23148,0
5666,0
32428,0
41899,0
7119,0
20796,0
47119,0
49072,0
41826,0
48350,0
45677,0
44616,0
43441,0
3401,0
24037,0
18481,0
38314,0
6536,0
984,0
2879,0
38855,0
29949,0
30382,0
40957,0
2878,0
49073,0
16416,0
6696,0
33342,0
45797,0
40788,0
14178,0
28838,0
32583,0
9583,0
21026,0
15420,0
33246,0
25574,0
38593,0
8194,0
10146,0
40486,0
41255,0
14093,0
27752,0
6101,0
2832,0
40882,0
45,0
9953,0
24996,0
18185,0
21239,0
11336,0
39708,0
45765,0
1217,0
4764,0
29008,0
12108,0
4668,0
25754,0
44370,0
40790,0
23723,0
20657,0
13263,0
2560,0
15122,0
16542,0
27919,0
49876,0
11668,0
15775,0
1996,0
30356,0
47354,0
18745,0
31031,0
33763,0
34014,0
4509,0
19006,0
16002,0
26120,0
32286,0
5759,0
37427,0
27586,0
35972,0
5744,0
17170,0
5352,0
10018,0
8622,0
15405,0
32628,0
36613,0
33928,0
25433,0
22030,0
8760,0
13547,0
18265,0
45530,0
44434,0
8167,0
30793,0
12768,0
21760,0
37479,0
23822,0
17561,0
8543,0
34321,0
41715,0
23119,0
6832,0
43031,0
1671,0
15439,0
1141,0
4824,0
24908,0
25424,0
9862,0
18335,0
4618,0
43139,0
18137,0
292,0
1721,0
2410,0
26265,0
11068,0
32419,0
37025,0
21236,0
45172,0
9849,0
24466,0
48247,0
33494,0
47138,0
28172,0
40961,0
16458,0
16299,0
16841,0
10165,0
22790,0
27613,0
22417,0
39694,0
21535,0
998,0
18448,0
5355,0
9658,0
22573,0
9439,0
34099,0
37544,0
35315,0
25677,0
8237,0
574,0
48437,0
17074,0
8514,0
30572,0
771,0
10661,0
45028,0
25145,0
16321,0
47276,0
46217,0
32426,0
43899,0
46493,0
9286,0
16307,0
48345,0
853,0
30049,0
46979,0
27263,0
36109,0
6648,0
33504,0
40791,0
19315,0
41340,0
27419,0
11895,0
23597,0
33616,0
2139,0
43240,0
28190,0
23161,0
3437,0
42552,0
18360,0
477,0
46351,0
219,0
21726,0
18596,0
23176,0
30986,0
43298,0
10046,0
34480,0
5512,0
34574,0
27626,0
48141,0
753,0
35803,0
16429,0
32816,0
15343,0
41795,0
33532,0
8940,0
48331,0
378,0
4696,0
45636,0
46535,0
29675,0
43238,0
25794,0
31233,0
15302,0
30836,0
10943,0
44567,0
30999,0
18912,0
22909,0
43719,0
38849,0
24088,0
3795,0
44777,0
20562,0
8657,0
12200,0
11066,0
7672,0
35681,0
48203,0
18830,0
6836,0
37850,0
9550,0
22037,0
45018,0
48156,0
10678,0
23362,0
8396,0
990,0
26156,0
1833,0
41088,0
30439,0
42044,0
44765,0
24973,0
19578,0
15806,0
2938,0
973,0
44277,0
33646,0
48241,0
31464,0
23895,0
27179,0
31223,0
23904,0
16918,0
44924,0
15652,0
7835,0
47277,0
16065,0
16341,0
13488,0
11680,0
20196,0
35132,0
22451,0
33467,0
7962,0
45545,0
11113,0
42078,0
28408,0
28,0
27676,0
8308,0
26945,0
46926,0
12376,0
42152,0
27819,0
15178,0
33250,0
34257,0
4881,0
2096,0
34456,0
45473,0
46338,0
473,0
33156,0
28886,0
46982,0
22944,0
2191,0
2126,0
17330,0
15281,0
11608,0
30144,0
21900,0
38809,0
39308,0
42090,0
42135,0
19770,0
20532,0
14354,0
10064,0
25957,0
24223,0
34472,0
38123,0
12036,0
34768,0
34448,0
40634,0
5431,0
16291,0
2508,0
47959,0
7648,0
8828,0
12243,0
19665,0
2061,0
29379,0
28850,0
48132,0
5695,0
27402,0
29465,0
16460,0
12668,0
48742,0
10579,0
39487,0
12722,0
44719,0
25126,0
26426,0
39158,0
45928,0
12671,0
18771,0
33734,0
47837,0
7681,0
37197,0
39830,0
23701,0
1165,0
20900,0
16633,0
32873,0
22442,0
49601,0
44377,0
48625,0
7039,0
26188,0
24162,0
8811,0
23321,0
10134,0
38221,0
41322,0
31902,0
38349,0
17995,0
12309,0
13700,0
26628,0
14251,0
21075,0
42785,0
8632,0
32971,0
8799,0
29523,0
6788,0
40569,0
21956,0
36840,0
12340,0
28227,0
35235,0
5157,0
35374,0
584,0
31807,0
29342,0
49404,0
2877,0
13857,0
8442,0
1814,0
48809,0
3084,0
28435,0
34869,0
10106,0
20524,0
28856,0
35453,0
33260,0
33229,0
21288,0
38542,0
7075,0
13657,0
22825,0
19354,0
36398,0
40260,0
35028,0
48099,0
31605,0
31440,0
24244,0
23563,0
36674,0
15984,0
36487,0
10896,0
42911,0
22481,0
44330,0
39680,0
31423,0
20197,0
18697,0
46415,0
5270,0
5042,0
49113,0
7481,0
16660,0
17082,0
14262,0
13970,0
33323,0
25260,0
16854,0
11335,0
36964,0
4758,0
14480,0
11759,0
39520,0
1971,0
10803,0
12719,0
24811,0
11949,0
11291,0
15720,0
39131,0
30627,0
17156,0
23004,0
7653,0
10849,0
24024,0
40378,0
19155,0
18521,0
10271,0
38699,0
22353,0
16264,0
21838,0
16561,0
19682,0
38045,0
11942,0
7203,0
33594,0
16431,0
25568,0
23874,0
17283,0
45328,0
12069,0
29236,0
7498,0
39644,0
47390,0
2892,0
29454,0
29624,0
2682,0
39653,0
31478,0
30176,0
32437,0
36728,0
37920,0
20747,0
19436,0
6006,0
25931,0
13059,0
49329,0
23543,0
48888,0
44323,0
48237,0
33785,0
39270,0
43113,0
31442,0
38710,0
46959,0
12779,0
47325,0
41509,0
24297,0
7000,0
8389,0
14800,0
4603,0
45224,0
4446,0
30647,0
43826,0
25798,0
43740,0
563,0
21109,0
20057,0
1245,0
20351,0
27667,0
11666,0
12662,0
19598,0
899,0
30937,0
36591,0
47564,0
6221,0
21659,0
48346,0
23210,0
46271,0
35625,0
36997,0
22585,0
45381,0
43655,0
20510,0
13426,0
22139,0
3941,0
36564,0
38116,0
40446,0
42492,0
36264,0
21999,0
24805,0
43582,0
45160,0
44084,0
23045,0
4602,0
12710,0
35452,0
14816,0
33861,0
33552,0
37280,0
29794,0
24873,0
10550,0
5295,0
29112,0
32621,0
25734,0
14960,0
24639,0
43481,0
5133,0
9950,0
410,0
47702,0
12417,0
17511,0
40661,0
49296,0
823,0
2002,0
2843,0
26741,0
19108,0
32199,0
49921,0
14639,0
28553,0
29306,0
27349,0
33983,0
34307,0
42324,0
14995,0
40183,0
49377,0
23960,0
31044,0
27300,0
12918,0
14157,0
35450,0
12899,0
39183,0
49548,0
8115,0
3538,0
16920,0
47075,0
32666,0
48447,0
45987,0
34035,0
27668,0
48045,0
19043,0
46003,0
6117,0
21137,0
4451,0
20608,0
21145,0
6455,0
30401,0
28250,0
7443,0
2756,0
10901,0
43904,0
39012,0
6796,0
23852,0
10090,0
642,0
37035,0
38927,0
44606,0
5873,0
39869,0
34186,0
1523,0
4559,0
12914,0
5971,0
28714,0
8562,0
31876,0
14336,0
24584,0
2045,0
36174,0
25318,0
45227,0
2995,0
7656,0
14089,0
46326,0
49753,0
34027,0
27553,0
9735,0
12116,0
28749,0
44396,0
41396,0
49689,0
21039,0
33074,0
13637,0
26260,0
43805,0
1766,0
39638,0
10804,0
31909,0
26509,0
44176,0
5967,0
31133,0
22247,0
6683,0
31278,0
49303,0
37657,0
19930,0
11983,0
26894,0
15583,0
13093,0
659,0
19415,0
31703,0
711,0
39583,0
47292,0
25194,0
19395,0
3813,0
13370,0
11446,0
45183,0
42528,0
8695,0
14201,0
42221,0
2226,0
21333,0
21816,0
47398,0
13054,0
15068,0
49822,0
31837,0
34756,0
38335,0
14748,0
9220,0
36941,0
35836,0
22022,0
21166,0
25580,0
34977,0
42681,0
32944,0
42094,0
34050,0
17874,0
36374,0
33773,0
33299,0
7182,0
1669,0
17473,0
23672,0
4448,0
12868,0
4447,0
29717,0
5561,0
38040,0
3845,0
18321,0
34029,0
19031,0
42522,0
36274,0
864,0
17217,0
30407,0
9486,0
36813,0
2813,0
14474,0
47370,0
10782,0
40215,0
4633,0
33268,0
47985,0
42570,0
2428,0
16110,0
9245,0
31205,0
43881,0
3459,0
47488,0
47597,0
3005,0
39996,0
16092,0
18796,0
458,0
19808,0
13254,0
33295,0
41173,0
663,0
16353,0
46912,0
35351,0
36773,0
36579,0
17961,0
40903,0
27002,0
41005,0
12871,0
6271,0
18672,0
27096,0
1800,0
5650,0
18650,0
6910,0
16197,0
4862,0
17257,0
14976,0
13222,0
15460,0
32810,0
25969,0
42172,0
36108,0
41390,0
28948,0
30478,0
9116,0
19774,0
14666,0
14473,0
35412,0
4499,0
20762,0
31702,0
6029,0
776,0
41862,0
3945,0
39115,0
15577,0
2390,0
4391,0
21494,0
28181,0
30632,0
40316,0
36355,0
13612,0
1476,0
5479,0
48734,0
36594,0
15360,0
36392,0
31951,0
8279,0
27772,0
7271,0
10888,0
31577,0
22788,0
20600,0
40673,0
33170,0
41796,0
16119,0
9157,0
20487,0
33845,0
9244,0
42964,0
30741,0
26785,0
14927,0
20833,0
47191,0
45092,0
42165,0
1735,0
12837,0
43218,0
7683,0
42274,0
44309,0
7146,0
39365,0
15872,0
15353,0
45837,0
17227,0
3151,0
13347,0
39184,0
19240,0
1739,0
24955,0
25720,0
43567,0
44380,0
38679,0
24765,0
27912,0
34249,0
30602,0
44158,0
4282,0
36734,0
28755,0
46771,0
6112,0
46629,0
17748,0
34925,0
15829,0
27088,0
32685,0
46131,0
12600,0
26838,0
13360,0
4706,0
32917,0
36329,0
30807,0
11890,0
35358,0
9865,0
30165,0
37339,0
33656,0
291,0
11547,0
3119,0
12359,0
44327,0
40952,0
38839,0
3750,0
36490,0
6400,0
34003,0
22853,0
9586,0
17324,0
40372,0
30682,0
29536,0
39834,0
47065,0
25373,0
11565,0
2851,0
29238,0
12902,0
4060,0
45604,0
43950,0
2369,0
34449,0
5908,0
28939,0
26257,0
21671,0
26392,0
9822,0
34758,0
15697,0
5016,0
39648,0
16196,0
45005,0
46779,0
23229,0
42041,0
38495,0
4857,0
5564,0
18641,0
29405,0
26892,0
27223,0
23253,0
25120,0
4539,0
17035,0
49420,0
35612,0
40255,0
32560,0
37486,0
46650,0
47641,0
1855,0
1261,0
7237,0
18282,0
42694,0
27347,0
16746,0
46698,0
39987,0
23098,0
3767,0
7451,0
22005,0
8201,0
7329,0
34640,0
2430,0
47034,0
11018,0
38447,0
18025,0
16605,0
22146,0
21490,0
22672,0
29033,0
275,0
46573,0
31879,0
18097,0
45174,0
31187,0
17141,0
42202,0
35175,0
2228,0
28655,0
12100,0
29500,0
5532,0
42048,0
16368,0
6592,0
36974,0
10978,0
9695,0
11423,0
44763,0
11767,0
4980,0
42546,0
34863,0
18756,0
30076,0
20619,0
4414,0
31855,0
4120,0
48710,0
27235,0
40773,0
28319,0
40885,0
25635,0
21862,0
35735,0
34719,0
23276,0
101,0
27337,0
18398,0
15246,0
28495,0
21877,0
15426,0
19547,0
32760,0
24815,0
35617,0
29174,0
33100,0
27692,0
48439,0
49388,0
18407,0
45129,0
28287,0
48995,0
22018,0
5664,0
2826,0
3626,0
11631,0
9973,0
33326,0
1235,0
9383,0
11824,0
4925,0
14325,0
25209,0
25282,0
39159,0
33488,0
10411,0
46729,0
12967,0
10921,0
31237,0
29738,0
49584,0
4535,0
11237,0
27848,0
4097,0
39573,0
19583,0
20162,0
13395,0
1299,0
35647,0
42682,0
5470,0
29741,0
21578,0
1621,0
13278,0
21635,0
7743,0
6179,0
31380,0
6289,0
14850,0
12570,0
46112,0
49947,0
15315,0
40719,0
13778,0
18989,0
39041,0
3478,0
11000,0
25605,0
31683,0
35956,0
2034,0
3631,0
14516,0
11724,0
6152,0
49188,0
40044,0
37166,0
21032,0
18492,0
46798,0
24880,0
35350,0
8172,0
35005,0
37224,0
19670,0
42427,0
13629,0
826,0
45458,0
36810,0
41960,0
16389,0
46118,0
31764,0
46429,0
17941,0
29737,0
41582,0
40080,0
7800,0
30037,0
40715,0
11749,0
16459,0
19486,0
11594,0
4507,0
11329,0
29183,0
27533,0
36138,0
14259,0
5114,0
49439,0
41072,0
44657,0
39094,0
38987,0
27877,0
35115,0
16446,0
25792,0
35841,0
38215,0
23882,0
33933,0
40210,0
26713,0
45138,0
35809,0
17913,0
464,0
34887,0
8298,0
30634,0
1004,0
28748,0
44127,0
46990,0
8350,0
11162,0
27992,0
2151,0
7862,0
48614,0
26289,0
44897,0
42996,0
32232,0
8009,0
23836,0
47771,0
738,0
39969,0
24518,0
12220,0
31165,0
39523,0
21305,0
24458,0
39338,0
26381,0
47860,0
42067,0
35601,0
36435,0
26438,0
48926,0
27741,0
9601,0
13674,0
6435,0
46376,0
43369,0
352,0
26015,0
24566,0
19327,0
38650,0
14707,0
31530,0
37447,0
41456,0
30224,0
38551,0
11005,0
7929,0
46472,0
26451,0
26550,0
48355,0
28375,0
17987,0
12004,0
18782,0
35496,0
18221,0
29338,0
36172,0
24448,0
38610,0
22109,0
49898,0
36972,0
25576,0
9964,0
5056,0
39413,0
14883,0
42105,0
6797,0
41972,0
23929,0
32902,0
33650,0
46913,0
5504,0
36166,0
11997,0
46612,0
14979,0
2135,0
27611,0
38860,0
27383,0
39467,0
22674,0
30542,0
13094,0
4208,0
17094,0
22309,0
27197,0
39110,0
34750,0
14589,0
7044,0
14535,0
10766,0
36954,0
6829,0
46423,0
28738,0
13665,0
24705,0
8488,0
14304,0
48841,0
5567,0
15548,0
43315,0
33934,0
1474,0
13285,0
35619,0
45251,0
45410,0
8968,0
47231,0
32923,0
4217,0
48452,0
21665,0
9942,0
33186,0
18817,0
12117,0
1076,0
15595,0
42322,0
28361,0
17738,0
33297,0
7950,0
43601,0
18049,0
23707,0
4538,0
45344,0
3111,0
34133,0
45503,0
2286,0
11256,0
29367,0
11429,0
44919,0
9152,0
18271,0
9485,0
37148,0
14343,0
13892,0
2717,0
40686,0
2942,0
4895,0
30365,0
29562,0
23669,0
13879,0
2422,0
31305,0
3659,0
4360,0
8338,0
43219,0
124,0
37853,0
9883,0
39133,0
1622,0
26222,0
6301,0
46777,0
18811,0
14990,0
22556,0
8316,0
8402,0
42832,0
13805,0
1397,0
12001,0
44203,0
22861,0
9931,0
37632,0
26693,0
8729,0
39727,0
7629,0
1457,0
42839,0
17208,0
7495,0
39725,0
3254,0
18275,0
19372,0
6130,0
34761,0
5594,0
37627,0
6862,0
31387,0
34418,0
28116,0
17187,0
13456,0
40498,0
49186,0
11830,0
18415,0
15444,0
14415,0
31669,0
19264,0
30668,0
38652,0
7248,0
35569,0
44695,0
46324,0
30140,0
28187,0
29839,0
46551,0
38405,0
19013,0
16560,0
21708,0
27065,0
31470,0
4372,0
34717,0
48353,0
28324,0
35230,0
10693,0
18764,0
24984,0
12927,0
5925,0
25153,0
4766,0
27329,0
30162,0
31076,0
42878,0
24191,0
17346,0
20874,0
43244,0
21401,0
6223,0
12286,0
24869,0
42384,0
15733,0
26646,0
49518,0
41133,0
32166,0
44938,0
44615,0
30035,0
48103,0
5182,0
2689,0
28008,0
3561,0
7230,0
31397,0
22259,0
13907,0
24521,0
30470,0
11408,0
197,0
33356,0
25397,0
1067,0
29121,0
31335,0
937,0
17043,0
16971,0
5544,0
25285,0
48414,0
49142,0
8140,0
12615,0
10689,0
25238,0
42761,0
47914,0
21275,0
42413,0
18502,0
33257,0
44469,0
40720,0
29139,0
8773,0
9850,0
45696,0
12497,0
47933,0
15985,0
20459,0
24397,0
20807,0
22733,0
20458,0
26818,0
21799,0
24763,0
47803,0
45927,0
42197,0
1240,0
49755,0
43001,0
44772,0
3076,0
38970,0
36975,0
41341,0
23046,0
37503,0
17946,0
40548,0
49359,0
23468,0
16973,0
22802,0
25234,0
28919,0
25903,0
45649,0
28712,0
12037,0
22104,0
34462,0
8460,0
49318,0
2539,0
10331,0
16176,0
10040,0
34746,0
7610,0
29936,0
34293,0
37348,0
12930,0
2048,0
17528,0
3663,0
47028,0
29313,0
10520,0
48222,0
16505,0
12090,0
17262,0
11378,0
3511,0
11956,0
20416,0
29528,0
1159,0
22040,0
32974,0
24113,0
48843,0
22472,0
6420,0
1776,0
33497,0
38968,0
44913,0
41217,0
27138,0
24256,0
38714,0
11952,0
20989,0
12218,0
45078,0
31657,0
30805,0
45085,0
22057,0
9218,0
7299,0
34917,0
39780,0
37060,0
13902,0
39505,0
14462,0
46585,0
3144,0
17955,0
29573,0
9288,0
27075,0
40520,0
15160,0
45075,0
18330,0
27071,0
32013,0
33093,0
19534,0
34134,0
7941,0
12723,0
43545,0
5340,0
16894,0
29166,0
28670,0
24756,0
728,0
39744,0
11879,0
1997,0
14871,0
19744,0
5892,0
39707,0
29929,0
10145,0
12015,0
32549,0
13530,0
38534,0
13729,0
11466,0
43607,0
11825,0
6280,0
33736,0
20782,0
28221,0
33310,0
40880,0
8183,0
6171,0
12252,0
20735,0
11740,0
38145,0
43572,0
14818,0
34694,0
6939,0
14588,0
17893,0
4781,0
16674,0
34684,0
38329,0
22075,0
3487,0
23593,0
8770,0
14925,0
35621,0
16936,0
11358,0
21475,0
25938,0
21117,0
33525,0
26344,0
20849,0
19650,0
49058,0
28279,0
14,0
19330,0
10904,0
43064,0
18918,0
10175,0
36799,0
2326,0
28681,0
36616,0
32207,0
26948,0
18763,0
22969,0
13551,0
37204,0
14103,0
44500,0
2903,0
7407,0
43718,0
13342,0
33049,0
47588,0
47493,0
43195,0
33846,0
18536,0
48912,0
41094,0
44031,0
9627,0
36095,0
26254,0
26900,0
39417,0
1199,0
18847,0
40883,0
27833,0
20320,0
4353,0
7322,0
3425,0
3762,0
44819,0
46946,0
22416,0
3373,0
27471,0
3372,0
4321,0
43667,0
46304,0
20592,0
40680,0
17499,0
49800,0
32042,0
37327,0
41211,0
32494,0
3871,0
48202,0
17911,0
24221,0
30727,0
46970,0
45505,0
37269,0
21847,0
40237,0
32037,0
22457,0
44257,0
19177,0
37335,0
21642,0
6195,0
41504,0
47124,0
13282,0
26216,0
821,0
13680,0
46303,0
34568,0
34464,0
47519,0
33922,0
35435,0
36240,0
15880,0
5065,0
45691,0
20721,0
4422,0
42921,0
12477,0
23369,0
10489,0
4144,0
46890,0
43674,0
126,0
18438,0
42217,0
40050,0
6817,0
6553,0
47307,0
6069,0
13240,0
15287,0
44402,0
9302,0
21638,0
2985,0
31259,0
48188,0
20468,0
3964,0
40168,0
8766,0
45768,0
14610,0
11397,0
17570,0
21429,0
17452,0
16848,0
44165,0
20975,0
42897,0
22032,0
31621,0
28378,0
10892,0
14395,0
12293,0
48856,0
40511,0
7057,0
1475,0
24890,0
49638,0
22926,0
23507,0
16496,0
10902,0
39999,0
27299,0
35839,0
30984,0
17727,0
25996,0
30552,0
10144,0
40677,0
26976,0
32243,0
33958,0
15244,0
24666,0
35517,0
36963,0
5502,0
9415,0
33961,0
28988,0
44979,0
49832,0
48004,0
47694,0
39763,0
47474,0
47843,0
7439,0
36502,0
15264,0
29756,0
6197,0
38641,0
45100,0
20892,0
36278,0
20554,0
23178,0
44915,0
32398,0
5527,0
13660,0
16513,0
44056,0
33473,0
5216,0
25324,0
41664,0
14193,0
5593,0
5293,0
47086,0
12195,0
13720,0
33625,0
15162,0
10543,0
49092,0
13425,0
47041,0
5152,0
29954,0
1075,0
20761,0
13188,0
14015,0
9689,0
48869,0
40879,0
37656,0
975,0
33633,0
43649,0
42934,0
38613,0
20060,0
36220,0
805,0
20559,0
4034,0
47505,0
4063,0
45142,0
47524,0
29609,0
13623,0
15932,0
16928,0
1506,0
11914,0
47613,0
18581,0
38962,0
38844,0
31125,0
19974,0
9322,0
38535,0
49748,0
17536,0
28480,0
25917,0
1148,0
41812,0
21968,0
30588,0
44173,0
22621,0
36775,0
36503,0
48121,0
26408,0
22785,0
24144,0
38090,0
44041,0
4477,0
32544,0
29462,0
41670,0
12624,0
26428,0
44329,0
39581,0
46670,0
21480,0
4209,0
27014,0
1711,0
8209,0
4289,0
44974,0
227,0
40530,0
29784,0
43864,0
35055,0
45466,0
28377,0
32344,0
30133,0
33844,0
14687,0
43060,0
36043,0
13865,0
36754,0
42757,0
2169,0
23444,0
18946,0
6236,0
20476,0
25280,0
12649,0
24718,0
46539,0
38013,0
18362,0
1377,0
1775,0
18812,0
9980,0
12470,0
36306,0
8860,0
1149,0
15166,0
46783,0
43083,0
16483,0
24449,0
25248,0
26901,0
19147,0
21537,0
35980,0
9121,0
3041,0
18594,0
37767,0
33056,0
17362,0
36195,0
21206,0
42505,0
34526,0
42703,0
39416,0
22966,0
14329,0
31493,0
36866,0
28893,0
42690,0
68,0
46420,0
30997,0
12903,0
43835,0
3988,0
3650,0
12234,0
24275,0
892,0
39692,0
11722,0
20927,0
18347,0
38846,0
27560,0
25775,0
9998,0
43480,0
34695,0
33816,0
48548,0
36150,0
17113,0
48955,0
23814,0
2632,0
24052,0
48399,0
11465,0
49938,0
42865,0
25131,0
40329,0
14752,0
41815,0
16425,0
1259,0
35216,0
40707,0
19865,0
39578,0
3048,0
10539,0
39465,0
38403,0
49879,0
20738,0
17255,0
29432,0
23878,0
20787,0
27850,0
10890,0
12241,0
14715,0
47053,0
24382,0
38932,0
17480,0
47740,0
40135,0
38859,0
2950,0
12667,0
22856,0
45287,0
17517,0
30283,0
21923,0
540,0
20983,0
36081,0
37470,0
30644,0
34978,0
34101,0
37611,0
9633,0
11592,0
24161,0
6569,0
36145,0
6898,0
3589,0
34487,0
3717,0
29511,0
40975,0
19657,0
47096,0
30512,0
11140,0
6190,0
19802,0
47502,0
623,0
27780,0
22368,0
17040,0
46288,0
26643,0
16859,0
46987,0
34043,0
31264,0
14090,0
44630,0
20553,0
40171,0
23873,0
191,0
40315,0
17721,0
6597,0
12740,0
23994,0
19673,0
9179,0
13669,0
13622,0
3208,0
10898,0
13281,0
1221,0
23515,0
18180,0
4278,0
17865,0
39755,0
3089,0
46673,0
18192,0
37976,0
30804,0
19712,0
1420,0
23576,0
11757,0
20407,0
37493,0
25519,0
23561,0
1713,0
6516,0
16778,0
37516,0
42206,0
32031,0
41418,0
35480,0
6798,0
39777,0
3463,0
36714,0
29276,0
23308,0
29874,0
20469,0
8819,0
40018,0
7882,0
28494,0
49286,0
27416,0
25465,0
6598,0
11003,0
34881,0
22360,0
25050,0
19130,0
35236,0
28004,0
42819,0
25207,0
108,0
42113,0
31163,0
37112,0
9099,0
4322,0
40989,0
48590,0
38722,0
22476,0
26656,0
3798,0
47795,0
12904,0
4638,0
45852,0
22558,0
8070,0
10897,0
43780,0
7428,0
47909,0
12700,0
1170,0
32676,0
21091,0
49687,0
1001,0
43563,0
33095,0
27412,0
31804,0
28543,0
19492,0
42648,0
14198,0
38293,0
45518,0
39596,0
3664,0
31516,0
23191,0
10021,0
33703,0
40242,0
45482,0
8359,0
33325,0
20954,0
7567,0
9167,0
20638,0
31444,0
2371,0
21889,0
8978,0
28853,0
15131,0
12487,0
49560,0
41357,0
24295,0
34713,0
40034,0
17770,0
39475,0
10393,0
32444,0
9393,0
21939,0
47139,0
31731,0
5880,0
48740,0
45208,0
23495,0
312,0
33711,0
44476,0
35213,0
21220,0
2109,0
23691,0
41019,0
2204,0
1595,0
8231,0
8906,0
10162,0
15232,0
27647,0
48268,0
21652,0
19319,0
28561,0
49268,0
6758,0
41049,0
32871,0
14133,0
14941,0
11495,0
1133,0
24987,0
12993,0
43610,0
22327,0
8084,0
40490,0
31428,0
22483,0
1119,0
